apply,build,construct,develop,experiment with,identify,interview,makeuseof,model,organize,plan,select,solve,utilize,extract,indicates,sourcecode
note,implementation,advance,relating,source code,explain,describe,detail,differentiate,distinguish,discuss,elaborate,explain,give,verify,explore,classify,determine
predict,relate,compile,lecture,lectures,summarize,specify,contrast,articulate,incorporate,evaluate
